종목코드,종목명,시장코드,테마
371160,TIGER 차이나항셍테크,KOSPI,ETF/IT
371450,TIGER 글로벌클라우드컴퓨팅INDXX,KOSPI,ETF
371460,TIGER 차이나전기차SOLACTIVE,KOSPI,ETF
371470,TIGER 차이나바이오테크SOLACTIVE,KOSPI,ETF/IT/바이오
371870,ACE 차이나항셍테크,KOSPI,ETF/IT
372330,KODEX 차이나항셍테크,KOSPI,ETF/IT
372910,한컴라이프케어,KOSPI,기타
373220,LG에너지솔루션,KOSPI,에너지
373490,KODEX 코리아혁신성장액티브,KOSPI,ETF
373790,KIWOOM 미국방어배당성장나스닥,KOSPI,방산
375270,RISE 글로벌데이터센터리츠(합성),KOSPI,리츠
375500,DL이앤씨,KOSPI,기타
375760,HANARO 탄소효율그린뉴딜,KOSPI,ETF/에너지/ESG/메타버스
375770,KODEX 탄소효율그린뉴딜,KOSPI,ETF/에너지/ESG
376410,TIGER 탄소효율그린뉴딜,KOSPI,ETF/에너지/ESG
377190,디앤디플랫폼리츠,KOSPI,리츠
377300,카카오페이,KOSPI,기타
377740,바이오노트,KOSPI,바이오
377990,TIGER Fn신재생에너지,KOSPI,ETF/에너지
378850,화승알앤에이,KOSPI,기타
379780,RISE 미국S&P500,KOSPI,기타
379790,RISE 유로스탁스50(H),KOSPI,기타
379800,KODEX 미국S&P500,KOSPI,ETF
379810,KODEX 미국나스닥100,KOSPI,ETF
380340,ACE 코리아AI테크핵심산업,KOSPI,ETF/IT/AI
381170,TIGER 미국테크TOP10 INDXX,KOSPI,ETF/IT
381180,TIGER 미국필라델피아반도체나스닥,KOSPI,ETF/반도체
381560,HANARO Fn전기&수소차,KOSPI,ETF/에너지/메타버스
381570,HANARO Fn친환경에너지,KOSPI,ETF/에너지/ESG/메타버스
381970,케이카,KOSPI,기타
383220,F&F,KOSPI,기타
383800,LX홀딩스,KOSPI,금융
385510,KODEX 신재생에너지액티브,KOSPI,ETF/에너지
385520,KODEX 자율주행액티브,KOSPI,ETF
385540,RISE 종합채권(A-이상)액티브,KOSPI,기타
385550,RISE 단기채권알파액티브,KOSPI,기타
385560,RISE KIS국고채30년Enhanced,KOSPI,기타
385590,ACE ESG액티브,KOSPI,ETF/ESG
385600,ACE 2차전지&친환경차액티브,KOSPI,ETF/2차전지/ESG
385710,TIME K이노베이션액티브,KOSPI,2차전지
385720,TIME 코스피액티브,KOSPI,기타
387270,TIGER 글로벌이노베이션액티브,KOSPI,ETF/2차전지
387280,TIGER 퓨처모빌리티액티브,KOSPI,ETF/자동차
388280,RISE K엔터&여행레저,KOSPI,미디어
388420,RISE 비메모리반도체액티브,KOSPI,반도체
390390,KODEX 미국반도체,KOSPI,ETF/반도체
390400,KODEX 미국스마트모빌리티S&P,KOSPI,ETF/자동차/유통
391600,ACE 미국친환경그린테마,KOSPI,ETF/에너지/ESG
391670,HK 베스트일레븐액티브,KOSPI,ETF
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,KOSPI,ETF
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),KOSPI,ETF/2차전지
395150,KODEX 웹툰&드라마,KOSPI,ETF
395160,KODEX AI반도체,KOSPI,ETF/반도체/AI
395170,KODEX Top10동일가중,KOSPI,ETF
395270,HANARO Fn K-반도체,KOSPI,ETF/반도체/메타버스
395280,HANARO Fn K-게임,KOSPI,ETF/게임/메타버스
395290,HANARO Fn K-POP&미디어,KOSPI,ETF/미디어/메타버스
395400,SK리츠,KOSPI,리츠
395750,PLUS ESG가치주액티브,KOSPI,ETF/ESG
395760,PLUS ESG성장주액티브,KOSPI,ETF/ESG
396500,TIGER 반도체TOP10,KOSPI,ETF/반도체
396510,TIGER 차이나클린에너지SOLACTIVE,KOSPI,ETF/에너지
396520,TIGER 차이나반도체FACTSET,KOSPI,ETF/반도체
396690,미래에셋글로벌리츠,KOSPI,리츠
397420,RISE 국채선물5년추종,KOSPI,기타
399110,SOL 미국S&P500ESG,KOSPI,ETF/ESG
399580,RISE 글로벌클린에너지,KOSPI,에너지
400570,KODEX 유럽탄소배출권선물ICE(H),KOSPI,ETF/ESG
400580,SOL 유럽탄소배출권선물S&P(H),KOSPI,ETF/ESG
400590,SOL 글로벌탄소배출권선물ICE(합성),KOSPI,ETF/ESG
400760,NH올원리츠,KOSPI,리츠
400970,TIGER Fn메타버스,KOSPI,ETF/메타버스
401170,RISE 메타버스,KOSPI,메타버스
401470,KODEX 메타버스액티브,KOSPI,ETF/메타버스
401590,HANARO 글로벌탄소배출권선물ICE(합성),KOSPI,ETF/ESG/메타버스
402340,SK스퀘어,KOSPI,기타
402460,HANARO Fn K-메타버스MZ,KOSPI,ETF/메타버스
402970,ACE 미국배당다우존스,KOSPI,ETF
403550,쏘카,KOSPI,기타
403790,MIDAS 코스피액티브,KOSPI,기타
404120,TIME K신재생에너지액티브,KOSPI,에너지
404260,KODEX 기후변화솔루션,KOSPI,ETF/ESG
404540,TIGER KRX기후변화솔루션,KOSPI,ETF/ESG
404650,SOL KRX기후변화솔루션,KOSPI,ETF/ESG
404990,신한서부티엔디리츠,KOSPI,리츠
407300,HANARO Fn골프테마,KOSPI,ETF/메타버스
407310,HANARO 200 TOP10,KOSPI,ETF/메타버스
407820,에셋플러스 코리아플랫폼액티브,KOSPI,기타
407830,에셋플러스 글로벌플랫폼액티브,KOSPI,기타
409810,KODEX 미국나스닥100선물인버스(H),KOSPI,ETF
409820,KODEX 미국나스닥100레버리지(합성 H),KOSPI,ETF
410870,TIME K컬처액티브,KOSPI,기타
411060,ACE KRX금현물,KOSPI,ETF
411420,KODEX 미국나스닥AI테크액티브,KOSPI,ETF/IT/AI
411540,SOL 200 Top10,KOSPI,ETF
411860,KIWOOM 독일DAX,KOSPI,기타
412560,TIGER BBIG레버리지,KOSPI,ETF
412570,TIGER 2차전지TOP10레버리지,KOSPI,ETF/2차전지
412770,TIGER 글로벌AI플랫폼액티브,KOSPI,ETF/AI
413220,SOL 차이나태양광CSI(합성),KOSPI,ETF/에너지
413930,WON AI ESG액티브,KOSPI,AI/ESG
414270,ACE 글로벌자율주행액티브,KOSPI,ETF
414780,TIGER 차이나과창판STAR50(합성),KOSPI,ETF/메타버스
415340,KODEX 차이나과창판STAR50(합성),KOSPI,ETF/메타버스
415640,KB발해인프라,KOSPI,기타
415760,SOL 차이나육성산업액티브(합성),KOSPI,ETF
415920,PLUS 글로벌희토류&전략자원생산기업,KOSPI,ETF
416090,ACE 중국과창판STAR50,KOSPI,ETF/메타버스
417310,코람코더원리츠,KOSPI,리츠
417450,RISE 글로벌수소경제,KOSPI,에너지
417630,TIGER KEDI혁신기업ESG30,KOSPI,ETF/ESG
418660,TIGER 미국나스닥100레버리지(합성),KOSPI,ETF
418670,TIGER 글로벌AI사이버보안,KOSPI,ETF/AI
419420,KODEX 미국클린에너지나스닥,KOSPI,ETF/에너지
419430,KODEX 차이나2차전지MSCI(합성),KOSPI,ETF/2차전지
419650,PLUS 글로벌수소&차세대연료전지,KOSPI,ETF/에너지
419890,KIWOOM 단기채권ESG액티브,KOSPI,ESG
421320,PLUS 우주항공&UAM,KOSPI,ETF/우주항공
422260,VITA MZ소비액티브,KOSPI,IT
422420,RISE 2차전지액티브,KOSPI,2차전지
423160,KODEX KOFR금리액티브(합성),KOSPI,ETF
423170,SOL 글로벌AI반도체탑픽액티브,KOSPI,ETF/반도체/AI
423920,TIGER 미국필라델피아반도체레버리지(합성),KOSPI,ETF/반도체
424460,HANARO 글로벌워터MSCI(합성),KOSPI,ETF/메타버스
426020,TIME 미국S&P500액티브,KOSPI,기타
426030,TIME 미국나스닥100액티브,KOSPI,기타
426150,WON 대한민국국고채액티브,KOSPI,기타
427120,RISE AI플랫폼,KOSPI,AI
428510,KODEX 차이나AI테크액티브,KOSPI,ETF/IT/AI
428560,KODEX 미국ETF산업Top10 Indxx,KOSPI,ETF
429000,TIGER 미국S&P500배당귀족,KOSPI,ETF
429010,TIGER 미국나스닥넥스트100,KOSPI,ETF
429740,PLUS K리츠,KOSPI,ETF/리츠
429760,PLUS 미국S&P500,KOSPI,ETF
429980,SOL 한국형글로벌전기차&2차전지액티브,KOSPI,ETF/2차전지
430500,KIWOOM 물가채KIS,KOSPI,기타
432320,KB스타리츠,KOSPI,리츠
432600,RISE 국채선물3년,KOSPI,기타
432840,HANARO 미국S&P500,KOSPI,ETF/메타버스
433220,에셋플러스 글로벌대장장이액티브,KOSPI,기타
433250,UNICORN R&D 액티브,KOSPI,기타
433330,SOL 미국S&P500,KOSPI,ETF
433500,ACE 원자력TOP10,KOSPI,ETF/에너지
433880,PLUS TDF2060액티브 적격,KOSPI,ETF
433970,KODEX TDF2030액티브 적격,KOSPI,ETF
433980,KODEX TDF2040액티브 적격,KOSPI,ETF
434060,KODEX TDF2050액티브 적격,KOSPI,ETF
434730,HANARO 원자력iSelect,KOSPI,ETF/에너지/메타버스
434960,DAISHIN343 K200,KOSPI,AI
435040,ACE 글로벌브랜드TOP10,KOSPI,ETF
435420,TIGER 미국나스닥100채권혼합50,KOSPI,ETF
435530,KIWOOM TDF2030액티브 적격,KOSPI,기타
435540,KIWOOM TDF2040액티브 적격,KOSPI,기타
435550,KIWOOM TDF2050액티브 적격,KOSPI,기타
436140,SOL 종합채권(AA-이상)액티브,KOSPI,ETF
437070,KODEX 아시아달러채권ESG플러스액티브,KOSPI,ETF/ESG
437080,KODEX 미국종합채권ESG액티브(H),KOSPI,ETF/ESG
437350,RISE 미국단기투자등급회사채액티브,KOSPI,기타
437370,RISE 글로벌농업경제,KOSPI,기타
438080,ACE 미국S&P500미국채혼합50액티브,KOSPI,ETF
438100,ACE 미국나스닥100미국채혼합50액티브,KOSPI,ETF
438320,TIGER 차이나항셍테크레버리지(합성 H),KOSPI,ETF/IT
438330,TIGER 우량회사채액티브,KOSPI,ETF
438560,SOL 국고채3년,KOSPI,ETF
438570,SOL 국고채10년,KOSPI,ETF
438740,MIDAS 중소형액티브,KOSPI,기타
438900,HANARO Fn K-푸드,KOSPI,ETF/음식료/메타버스
439260,대한조선,KOSPI,조선
439860,KODEX ESG종합채권(A-이상)액티브,KOSPI,ETF/ESG
439870,KODEX 국고채30년액티브,KOSPI,ETF
440340,TIGER 글로벌멀티에셋TIF액티브,KOSPI,ETF
440640,ACE 단기채권알파액티브,KOSPI,ETF
440650,ACE 미국달러단기채권액티브,KOSPI,ETF
440910,WON 미국우주항공방산,KOSPI,우주항공/방산
441540,HANARO Fn조선해운,KOSPI,ETF/조선/해운/메타버스
441640,KODEX 미국배당커버드콜액티브,KOSPI,ETF
441680,TIGER 미국나스닥100커버드콜(합성),KOSPI,ETF
441800,TIME Korea플러스배당액티브,KOSPI,기타
442090,에셋플러스 코리아대장장이액티브,KOSPI,기타
442260,마이티 다이나믹퀀트액티브,KOSPI,ETF
442320,RISE 글로벌원자력,KOSPI,에너지
442550,RISE TDF2030액티브 적격,KOSPI,기타
442560,RISE TDF2040액티브 적격,KOSPI,기타
442570,RISE TDF2050액티브 적격,KOSPI,기타
442580,PLUS 글로벌HBM반도체,KOSPI,ETF/반도체
443060,HD현대마린솔루션,KOSPI,기타
444200,SOL 코리아메가테크액티브,KOSPI,ETF/IT
444490,WON 미국S&P500,KOSPI,기타
445150,KODEX 친환경조선해운액티브,KOSPI,ETF/조선/해운/ESG
445290,KODEX 로봇액티브,KOSPI,ETF/로봇
445690,BNK 주주가치액티브,KOSPI,ETF
445910,TIGER MKF배당귀족,KOSPI,ETF
446070,유니드비티플러스,KOSPI,기타
446690,KODEX 아시아AI반도체exChina액티브,KOSPI,ETF/반도체/AI
446700,RISE 배터리 리사이클링,KOSPI,2차전지
446720,SOL 미국배당다우존스,KOSPI,ETF
446770,ACE 글로벌반도체TOP4 Plus,KOSPI,ETF/반도체
447430,ACE 주주환원가치주액티브,KOSPI,ETF
447620,SOL 미국TOP5채권혼합50,KOSPI,ETF
447660,PLUS 애플채권혼합,KOSPI,ETF
447770,TIGER 테슬라채권혼합Fn,KOSPI,ETF
448100,WON 200,KOSPI,기타
448290,TIGER 미국S&P500(H),KOSPI,ETF
448300,TIGER 미국나스닥100(H),KOSPI,ETF
448330,KODEX 삼성전자채권혼합,KOSPI,ETF/IT
448490,HANARO 32-10 국고채액티브,KOSPI,ETF/메타버스
448540,ACE 엔비디아채권혼합,KOSPI,ETF
448570,FOCUS AI코리아액티브,KOSPI,AI
448630,RISE 삼성그룹Top3채권혼합,KOSPI,기타
448730,삼성FN리츠,KOSPI,리츠
449170,TIGER KOFR금리액티브(합성),KOSPI,ETF
449180,KODEX 미국S&P500(H),KOSPI,ETF
449190,KODEX 미국나스닥100(H),KOSPI,ETF
449450,PLUS K방산,KOSPI,ETF/방산
449580,RISE 테슬라애플아마존채권혼합,KOSPI,기타
449680,TIGER 한중전기차(합성),KOSPI,ETF
449690,TIGER 한중반도체(합성),KOSPI,ETF/반도체
449770,KIWOOM 미국S&P500,KOSPI,기타
449780,KIWOOM 미국S&P500(H),KOSPI,기타
450080,에코프로머티,KOSPI,2차전지
450180,KODEX 한중전기차(합성),KOSPI,ETF
450190,KODEX 한중반도체(합성),KOSPI,ETF/반도체
450910,SOL 코스닥150,KOSPI,ETF
451000,PLUS 종합채권(AA-이상)액티브,KOSPI,ETF
451060,1Q 200액티브,KOSPI,기타
451150,에셋플러스 글로벌영에이지액티브,KOSPI,기타
451530,TIGER 국고채30년스트립액티브,KOSPI,ETF
451540,TIGER 종합채권(AA-이상)액티브,KOSPI,ETF
451600,PLUS 국고채30년액티브,KOSPI,ETF
451670,RISE 국채30년레버리지(합성),KOSPI,기타
451800,한화리츠,KOSPI,리츠
452250,ACE 미국30년국채선물레버리지(합성 H),KOSPI,ETF
452260,한화갤러리아,KOSPI,기타
452360,SOL 미국배당다우존스(H),KOSPI,ETF
452440,VITA 밸류알파액티브,KOSPI,IT
453010,PLUS KOFR금리,KOSPI,ETF
453060,HANARO KOFR금리액티브(합성),KOSPI,ETF/메타버스
453080,KIWOOM 미국나스닥100(H),KOSPI,기타
453330,RISE 미국S&P500(H),KOSPI,기타
453340,현대그린푸드,KOSPI,에너지/음식료
453630,KODEX 미국S&P500필수소비재,KOSPI,ETF/에너지
453640,KODEX 미국S&P500헬스케어,KOSPI,ETF/바이오
453650,KODEX 미국S&P500금융,KOSPI,ETF/금융
453660,KODEX 미국S&P500경기소비재,KOSPI,ETF
453810,KODEX 인도Nifty50,KOSPI,ETF
453820,KODEX 인도Nifty50레버리지(합성),KOSPI,ETF
453850,ACE 미국30년국채액티브(H),KOSPI,ETF
453870,TIGER 인도니프티50,KOSPI,ETF
453950,TIGER TSMC파운드리밸류체인,KOSPI,ETF
454180,KIWOOM 차이나내수소비TOP CSI,KOSPI,에너지
454320,HANARO CAPEX설비투자iSelect,KOSPI,ETF/메타버스
454780,KIWOOM 종합채권(AA-이상)액티브,KOSPI,기타
454910,두산로보틱스,KOSPI,로봇
455030,KODEX 미국달러SOFR금리액티브(합성),KOSPI,ETF
455660,ACE 미국하이일드액티브(H),KOSPI,ETF
455850,SOL AI반도체소부장,KOSPI,ETF/반도체/AI
455860,SOL 2차전지소부장Fn,KOSPI,ETF/2차전지
455890,RISE 머니마켓액티브,KOSPI,기타
455960,RISE 미국달러SOFR금리액티브(합성),KOSPI,기타
456040,OCI,KOSPI,기타
456200,PLUS 미국달러SOFR금리액티브(합성),KOSPI,ETF
456250,KODEX 유럽명품TOP10 STOXX,KOSPI,ETF
456600,TIME 글로벌AI인공지능액티브,KOSPI,AI
456610,TIGER 미국달러SOFR금리액티브(합성),KOSPI,ETF
456680,TIGER 차이나전기차레버리지(합성),KOSPI,ETF
456880,ACE 미국달러SOFR금리(합성),KOSPI,ETF
457190,이수스페셜티케미컬,KOSPI,기타
457480,ACE 테슬라밸류체인액티브,KOSPI,ETF
457690,KODEX 33-06 국고채액티브,KOSPI,ETF
457700,KODEX 53-09 국고채액티브,KOSPI,ETF
457930,BNK 미래전략기술액티브,KOSPI,ETF
457990,PLUS 태양광&ESS,KOSPI,ETF/에너지
458030,WON 국공채머니마켓액티브,KOSPI,기타
458210,KIWOOM CD금리액티브(합성),KOSPI,기타
458250,TIGER 미국30년국채스트립액티브(합성 H),KOSPI,ETF
458260,TIGER 미국투자등급회사채액티브(H),KOSPI,ETF
458730,TIGER 미국배당다우존스,KOSPI,ETF
458750,TIGER 미국배당다우존스타겟커버드콜1호,KOSPI,ETF
458760,TIGER 미국배당다우존스타겟커버드콜2호,KOSPI,ETF
459560,KODEX 테슬라밸류체인FactSet,KOSPI,ETF
459580,KODEX CD금리액티브(합성),KOSPI,ETF
459750,RISE 글로벌주식분산액티브,KOSPI,기타
459790,KIWOOM 미국성장기업30액티브,KOSPI,기타
460270,KIWOOM 미국달러SOFR금리액티브(합성),KOSPI,기타
460660,RISE 미국S&P배당킹,KOSPI,기타
460850,동국씨엠,KOSPI,기타
460860,동국제강,KOSPI,기타
460960,ACE 글로벌인컴TOP10,KOSPI,ETF
461270,ACE 26-06 회사채(AA-이상)액티브,KOSPI,ETF
461340,HANARO 글로벌생성형AI액티브,KOSPI,ETF/AI/메타버스
461450,KODEX 코스닥글로벌,KOSPI,ETF
461460,PLUS 국고채10년액티브,KOSPI,ETF
461490,RISE 글로벌자산배분액티브,KOSPI,기타
461500,HANARO 종합채권(AA-이상)액티브,KOSPI,ETF/메타버스
461580,TIGER 코스닥글로벌,KOSPI,ETF
461600,SOL 미국30년국채액티브(H),KOSPI,ETF
461900,PLUS 미국테크TOP10,KOSPI,ETF/IT
461910,PLUS 미국테크TOP10레버리지(합성),KOSPI,ETF/IT
461950,KODEX 2차전지핵심소재10,KOSPI,ETF/2차전지
462010,TIGER 2차전지소재Fn,KOSPI,ETF/2차전지
462330,KODEX 2차전지산업레버리지,KOSPI,ETF/2차전지
462340,에셋플러스 글로벌다이나믹시니어액티브,KOSPI,기타
462520,조선내화,KOSPI,조선
462870,시프트업,KOSPI,기타
462900,KoAct 바이오헬스케어액티브,KOSPI,바이오
463050,TIME K바이오액티브,KOSPI,바이오
463250,TIGER K방산&우주,KOSPI,ETF/우주항공/방산
463290,1Q 단기금융채액티브,KOSPI,금융
463300,RISE 중국본토CSI300,KOSPI,기타
463640,KODEX 미국S&P500유틸리티,KOSPI,ETF
463680,KODEX 미국S&P500테크놀로지,KOSPI,ETF/IT
463690,KODEX 미국S&P500커뮤니케이션,KOSPI,ETF
464240,KIWOOM 26-09회사채(AA-이상)액티브,KOSPI,기타
464310,TIGER 글로벌AI&로보틱스 INDXX,KOSPI,ETF/AI/로봇
464470,PLUS 미국채30년액티브,KOSPI,ETF
464600,SOL 자동차소부장Fn,KOSPI,ETF/자동차
464610,SOL 의료기기소부장Fn,KOSPI,ETF/의료기기
464920,PLUS 일본반도체소부장,KOSPI,ETF/반도체
464930,TIGER 글로벌혁신블루칩TOP10,KOSPI,ETF/반도체
465330,RISE 2차전지TOP10,KOSPI,2차전지
465350,RISE 2차전지TOP10인버스(합성),KOSPI,2차전지
465580,ACE 미국빅테크TOP7 Plus,KOSPI,ETF/IT
465610,ACE 미국빅테크TOP7 Plus레버리지(합성),KOSPI,ETF/IT
465620,ACE 미국빅테크TOP7 Plus인버스(합성),KOSPI,ETF/IT
465660,TIGER 일본반도체FACTSET,KOSPI,ETF/반도체
465670,TIGER 미국캐시카우100,KOSPI,ETF
465770,STX그린로지스,KOSPI,에너지
465780,마이티 26-09 특수채(AAA)액티브,KOSPI,ETF
466810,BNK 2차전지양극재,KOSPI,ETF/2차전지
466920,SOL 조선TOP3플러스,KOSPI,ETF/조선
466930,SOL 자동차TOP3플러스,KOSPI,ETF/자동차
466940,TIGER 은행고배당플러스TOP10,KOSPI,ETF/금융
466950,TIGER 글로벌AI액티브,KOSPI,ETF/AI
468370,KODEX iShares미국인플레이션국채액티브,KOSPI,ETF/메타버스
468380,KODEX iShares미국하이일드액티브,KOSPI,ETF/메타버스
468630,KODEX iShares미국투자등급회사채액티브,KOSPI,ETF/메타버스
469050,RISE 미국반도체NYSE(H),KOSPI,반도체
469060,RISE 미국반도체NYSE,KOSPI,반도체
469070,RISE AI&로봇,KOSPI,AI/로봇
469150,ACE AI반도체TOP3+,KOSPI,ETF/반도체/AI
469160,ACE 일본반도체,KOSPI,ETF/반도체
469170,ACE 포스코그룹포커스,KOSPI,ETF
469530,RISE 미국달러선물인버스,KOSPI,기타
469790,KIWOOM K-테크TOP10,KOSPI,IT
469830,SOL 초단기채권액티브,KOSPI,ETF
470310,UNICORN 생성형AI강소기업액티브,KOSPI,AI
471040,KoAct 글로벌AI&로봇액티브,KOSPI,AI/로봇
471230,KODEX 국고채10년액티브,KOSPI,ETF
471460,KIWOOM 국고채30년액티브,KOSPI,기타
471760,TIGER AI반도체핵심공정,KOSPI,ETF/반도체/AI
471780,TIGER 코리아테크액티브,KOSPI,ETF/IT
471990,KODEX AI반도체핵심장비,KOSPI,ETF/반도체/AI
472150,TIGER 배당커버드콜액티브,KOSPI,ETF
472160,TIGER 미국테크TOP10 INDXX(H),KOSPI,ETF/IT
472170,TIGER 미국테크TOP10채권혼합,KOSPI,ETF/IT
472720,TRUSTON 주주가치액티브,KOSPI,기타
472830,RISE 미국30년국채커버드콜(합성),KOSPI,기타
472840,ITF 200,KOSPI,IT
472870,RISE 미국30년국채엔화노출(합성 H),KOSPI,기타
472920,HK 종합채권(AA-이상)액티브,KOSPI,ETF
473290,KODEX 26-12 회사채(AA-이상)액티브,KOSPI,ETF
473330,SOL 미국30년국채커버드콜(합성),KOSPI,ETF
473440,ACE 11월만기자동연장회사채AA-이상액티브,KOSPI,ETF
473460,KODEX 미국서학개미,KOSPI,ETF
473490,KIWOOM 글로벌AI반도체,KOSPI,반도체/AI
473590,ACE 미국주식베스트셀러,KOSPI,ETF
473640,HANARO 글로벌금채굴기업,KOSPI,ETF/메타버스
474220,TIGER 미국테크TOP10타겟커버드콜,KOSPI,ETF/IT
474390,SOL 국고채30년액티브,KOSPI,ETF
474590,WON 반도체밸류체인액티브,KOSPI,반도체
474800,KIWOOM 미국원유에너지기업,KOSPI,에너지
474920,에셋플러스 차이나일등기업포커스10액티브,KOSPI,기타
475050,ACE KPOP포커스,KOSPI,ETF
475070,KoAct 글로벌친환경전력인프라액티브,KOSPI,에너지/ESG
475080,KODEX 테슬라커버드콜채권혼합액티브,KOSPI,ETF
475150,SK이터닉스,KOSPI,기타
475260,ACE 2월만기자동연장회사채AA-이상액티브,KOSPI,ETF
475270,ACE 5월만기자동연장회사채AA-이상액티브,KOSPI,ETF
475280,ACE 8월만기자동연장회사채AA-이상액티브,KOSPI,ETF
475300,SOL 반도체전공정,KOSPI,ETF/반도체
475310,SOL 반도체후공정,KOSPI,ETF/반도체
475350,RISE 버크셔포트폴리오TOP10,KOSPI,기타
475380,RISE 글로벌리얼티인컴,KOSPI,기타
475560,더본코리아,KOSPI,기타
475630,TIGER CD1년금리액티브(합성),KOSPI,ETF
475720,RISE 200위클리커버드콜,KOSPI,기타
476000,UNICORN 포스트IPO액티브,KOSPI,기타
476030,SOL 미국나스닥100,KOSPI,ETF
476070,KODEX 글로벌비만치료제TOP2 Plus,KOSPI,ETF
476260,HANARO 반도체핵심공정주도주,KOSPI,ETF/반도체/메타버스
476310,RISE 글로벌비만산업TOP2+,KOSPI,기타
476450,KIWOOM 머니마켓액티브,KOSPI,기타
476550,TIGER 미국30년국채커버드콜액티브(H),KOSPI,ETF
476690,TIGER 글로벌비만치료제TOP2Plus,KOSPI,ETF
476750,ACE 미국30년국채엔화노출액티브(H),KOSPI,ETF
476760,ACE 미국30년국채액티브,KOSPI,ETF
476800,KODEX 한국부동산리츠인프라,KOSPI,ETF/리츠
476850,KoAct 배당성장액티브,KOSPI,기타
477050,PLUS 머니마켓액티브,KOSPI,ETF
477080,RISE CD금리액티브(합성),KOSPI,기타
477490,에셋플러스 글로벌일등기업포커스10액티브,KOSPI,기타
477730,KODEX 인도타타그룹,KOSPI,ETF
478150,TIME 글로벌우주테크&방산액티브,KOSPI,IT/우주항공/방산
479080,1Q 머니마켓액티브,KOSPI,기타
479520,RISE KOFR금리액티브(합성),KOSPI,기타
479620,SOL 미국AI반도체칩메이커,KOSPI,ETF/반도체/AI
479730,TIGER 인도빌리언컨슈머,KOSPI,ETF
479850,HANARO K-뷰티,KOSPI,ETF/메타버스
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),KOSPI,ETF/IT
480030,ACE 미국500데일리타겟커버드콜(합성),KOSPI,ETF
480040,ACE 미국반도체데일리타겟커버드콜(합성),KOSPI,ETF/반도체
480260,TIGER 27-04회사채(A+이상)액티브,KOSPI,ETF
480310,TIGER 글로벌온디바이스AI,KOSPI,ETF/AI
480370,씨케이솔루션,KOSPI,기타
480460,WON 한국부동산TOP3플러스,KOSPI,기타
481050,KODEX CD1년금리플러스액티브(합성),KOSPI,ETF
481060,KODEX 미국30년국채타겟커버드콜(합성 H),KOSPI,ETF
481180,SOL 미국AI소프트웨어,KOSPI,ETF/IT/AI
481190,SOL 미국테크TOP10,KOSPI,ETF/IT
481340,RISE 미국30년국채액티브,KOSPI,기타
481430,RISE 국고채10년액티브,KOSPI,기타
481850,신한글로벌액티브리츠,KOSPI,리츠
482030,KoAct 반도체&2차전지핵심소재액티브,KOSPI,반도체/2차전지
482730,TIGER 미국S&P500타겟데일리커버드콜,KOSPI,ETF
483020,KIWOOM 의료AI,KOSPI,AI
483030,KIWOOM 미국블록버스터바이오테크의약품+,KOSPI,IT/바이오/제약
483240,TIGER 미국나스닥100ETF선물,KOSPI,ETF
483280,KODEX 미국AI테크TOP10타겟커버드콜,KOSPI,ETF/IT/AI
483290,KODEX 미국배당다우존스타겟커버드콜,KOSPI,ETF
483320,ACE 엔비디아밸류체인액티브,KOSPI,ETF
483330,ACE 마이크로소프트밸류체인액티브,KOSPI,ETF/IT
483340,ACE 구글밸류체인액티브,KOSPI,ETF
483420,ACE 애플밸류체인액티브,KOSPI,ETF
483570,KCGI 미국S&P500 TOP10,KOSPI,기타
483650,달바글로벌,KOSPI,기타
484790,KODEX 미국30년국채액티브(H),KOSPI,ETF
484870,엠앤씨솔루션,KOSPI,기타
484880,SOL 금융지주플러스고배당,KOSPI,ETF/금융
484890,SOL 머니마켓액티브,KOSPI,ETF
485540,KODEX 미국AI테크TOP10,KOSPI,ETF/IT/AI
485690,RISE 미국AI밸류체인TOP3Plus,KOSPI,ETF/AI
485810,TIME 글로벌바이오액티브,KOSPI,바이오
486240,DAISHIN343 AI반도체&인프라액티브,KOSPI,반도체/AI
486290,TIGER 미국나스닥100타겟데일리커버드콜,KOSPI,ETF
486450,SOL 미국AI전력인프라,KOSPI,ETF/에너지/AI
486830,HANARO 머니마켓액티브,KOSPI,ETF/메타버스
487130,KoAct AI인프라액티브,KOSPI,AI
487230,KODEX 미국AI전력핵심인프라,KOSPI,ETF/에너지/AI
487240,KODEX AI전력핵심설비,KOSPI,ETF/에너지/AI
487340,ACE 머니마켓액티브,KOSPI,ETF
487570,HS효성,KOSPI,기타
487750,BNK 온디바이스AI,KOSPI,ETF/AI
487910,ACE 인도컨슈머파워액티브,KOSPI,ETF
487920,ACE 인도시장대표BIG5그룹액티브,KOSPI,ETF
487950,KODEX 대만테크고배당다우존스,KOSPI,ETF/IT
488080,TIGER 반도체TOP10레버리지,KOSPI,ETF/반도체
488200,KIWOOM K-2차전지북미공급망,KOSPI,2차전지
488210,KIWOOM K-반도체북미공급망,KOSPI,반도체
488290,MIDAS 일본테크액티브,KOSPI,IT
488480,RISE 일본섹터TOP4Plus,KOSPI,ETF
488500,TIGER 미국S&P500동일가중,KOSPI,ETF
488720,WON 종합채권(AA-이상)액티브,KOSPI,기타
488770,KODEX 머니마켓액티브,KOSPI,ETF
